alpha_g,alpha_l,rho_wood,c_wood
2.8300000000000003e-01,7.1699999999999997e-01,6.6330312959548337e+02,2.3518533424497484e+01
2.8400000000000003e-01,7.1599999999999997e-01,6.6238771129983104e+02,2.3493324224090191e+01
2.8500000000000003e-01,7.1499999999999997e-01,6.6147229300417871e+02,2.3468309827530152e+01
2.8600000000000003e-01,7.1399999999999997e-01,6.6055687470852627e+02,2.3443488715026138e+01
2.8700000000000003e-01,7.1299999999999997e-01,6.5964145641287394e+02,2.3418859386453356e+01
2.8800000000000003e-01,7.1199999999999997e-01,6.5872603811722172e+02,2.3394420361051232e+01
2.8899999999999998e-01,7.1100000000000008e-01,6.5781061982156950e+02,2.3370170177126983e+01
2.8999999999999998e-01,7.0999999999999996e-01,6.5689520152591695e+02,2.3346107391764839e+01
2.9099999999999998e-01,7.0900000000000007e-01,6.5597978323026473e+02,2.3322230580540889e+01
2.9199999999999998e-01,7.0799999999999996e-01,6.5506436493461229e+02,2.3298538337243318e+01
2.9299999999999998e-01,7.0700000000000007e-01,6.5414894663895996e+02,2.3275029273597994e+01
2.9399999999999998e-01,7.0599999999999996e-01,6.5323352834330751e+02,2.3251702018999222e+01
2.9499999999999998e-01,7.0500000000000007e-01,6.5231811004765530e+02,2.3228555220245592e+01
2.9599999999999999e-01,7.0399999999999996e-01,6.5140269175200285e+02,2.3205587541280835e+01
2.9699999999999999e-01,7.0300000000000007e-01,6.5048727345635052e+02,2.3182797662939485e+01
2.9799999999999999e-01,7.0199999999999996e-01,6.4957185516069808e+02,2.3160184282697347e+01
2.9899999999999999e-01,7.0100000000000007e-01,6.4865643686504586e+02,2.3137746114426594e+01
2.9999999999999999e-01,6.9999999999999996e-01,6.4774101856939342e+02,2.3115481888155447e+01
3.0099999999999999e-01,6.9900000000000007e-01,6.4682560027374120e+02,2.3093390349832273e+01
3.0199999999999999e-01,6.9799999999999995e-01,6.4591018197808876e+02,2.3071470261094074e+01
3.0299999999999999e-01,6.9700000000000006e-01,6.4499476368243654e+02,2.3049720399039241e+01
3.0399999999999999e-01,6.9599999999999995e-01,6.4407934538678398e+02,2.3028139556004476e+01
3.0499999999999999e-01,6.9500000000000006e-01,6.4316392709113177e+02,2.3006726539345788e+01
3.0599999999999999e-01,6.9399999999999995e-01,6.4224850879547932e+02,2.2985480171223553e+01
3.0700000000000000e-01,6.9300000000000006e-01,6.4133309049982699e+02,2.2964399288391395e+01
3.0800000000000000e-01,6.9199999999999995e-01,6.4041767220417455e+02,2.2943482741988987e+01
3.0900000000000000e-01,6.9100000000000006e-01,6.3950225390852233e+02,2.2922729397338557e+01
3.1000000000000000e-01,6.8999999999999995e-01,6.3858683561287000e+02,2.2902138133745112e+01
3.1100000000000000e-01,6.8900000000000006e-01,6.3767141731721767e+02,2.2881707844300202e+01
3.1200000000000000e-01,6.8799999999999994e-01,6.3675599902156523e+02,2.2861437435689261e+01
3.1300000000000000e-01,6.8700000000000006e-01,6.3584058072591301e+02,2.2841325828002386e+01
3.1400000000000000e-01,6.8599999999999994e-01,6.3492516243026046e+02,2.2821371954548496e+01
3.1500000000000000e-01,6.8500000000000005e-01,6.3400974413460824e+02,2.2801574761672775e+01
3.1600000000000000e-01,6.8399999999999994e-01,6.3309432583895580e+02,2.2781933208577421e+01
3.1700000000000000e-01,6.8300000000000005e-01,6.3217890754330358e+02,2.2762446267145513e+01
3.1800000000000000e-01,6.8199999999999994e-01,6.3126348924765102e+02,2.2743112921768020e+01
3.1900000000000001e-01,6.8100000000000005e-01,6.3034807095199881e+02,2.2723932169173850e+01
3.2000000000000001e-01,6.7999999999999994e-01,6.2943265265634636e+02,2.2704903018262915e+01
3.2100000000000001e-01,6.7900000000000005e-01,6.2851723436069403e+02,2.2686024489942060e+01
3.2200000000000001e-01,6.7799999999999994e-01,6.2760181606504170e+02,2.2667295616963951e+01
3.2300000000000001e-01,6.7700000000000005e-01,6.2668639776938949e+02,2.2648715443768687e+01
3.2400000000000001e-01,6.7599999999999993e-01,6.2577097947373704e+02,2.2630283026328254e+01
3.2500000000000001e-01,6.7500000000000004e-01,6.2485556117808471e+02,2.2611997431993579e+01
3.2600000000000001e-01,6.7399999999999993e-01,6.2394014288243227e+02,2.2593857739344354e+01
3.2700000000000001e-01,6.7300000000000004e-01,6.2302472458678005e+02,2.2575863038041337e+01
3.2800000000000001e-01,6.7199999999999993e-01,6.2210930629112750e+02,2.2558012428681295e+01
3.2900000000000001e-01,6.7100000000000004e-01,6.2119388799547528e+02,2.2540305022654380e+01
3.3000000000000002e-01,6.6999999999999993e-01,6.2027846969982284e+02,2.2522739942003962e+01
3.3100000000000002e-01,6.6900000000000004e-01,6.1936305140417062e+02,2.2505316319288912e+01
3.3200000000000002e-01,6.6799999999999993e-01,6.1844763310851818e+02,2.2488033297448162e+01
3.3300000000000002e-01,6.6700000000000004e-01,6.1753221481286596e+02,2.2470890029667611e+01
3.3400000000000002e-01,6.6599999999999993e-01,6.1661679651721352e+02,2.2453885679249314e+01
3.3500000000000002e-01,6.6500000000000004e-01,6.1570137822156119e+02,2.2437019419482837e+01
3.3600000000000002e-01,6.6399999999999992e-01,6.1478595992590874e+02,2.2420290433518847e+01
3.3700000000000002e-01,6.6300000000000003e-01,6.1387054163025653e+02,2.2403697914244788e+01
3.3800000000000002e-01,6.6199999999999992e-01,6.1295512333460408e+02,2.2387241064162698e+01
3.3900000000000002e-01,6.6100000000000003e-01,6.1203970503895175e+02,2.2370919095269027e+01
3.4000000000000002e-01,6.5999999999999992e-01,6.1112428674329931e+02,2.2354731228936540e+01
3.4100000000000003e-01,6.5900000000000003e-01,6.1020886844764709e+02,2.2338676695798114e+01
3.4200000000000003e-01,6.5799999999999992e-01,6.0929345015199465e+02,2.2322754735632579e+01
3.4300000000000003e-01,6.5700000000000003e-01,6.0837803185634243e+02,2.2306964597252357e+01
3.4400000000000003e-01,6.5599999999999992e-01,6.0746261356068999e+02,2.2291305538393065e+01
3.4500000000000003e-01,6.5500000000000003e-01,6.0654719526503777e+02,2.2275776825604883e+01
3.4600000000000003e-01,6.5399999999999991e-01,6.0563177696938521e+02,2.2260377734145774e+01
3.4700000000000003e-01,6.5300000000000002e-01,6.0471635867373300e+02,2.2245107547876430e+01
3.4800000000000003e-01,6.5199999999999991e-01,6.0380094037808055e+02,2.2229965559157002e+01
3.4900000000000003e-01,6.5100000000000002e-01,6.0288552208242822e+02,2.2214951068745478e+01
3.5000000000000003e-01,6.4999999999999991e-01,6.0197010378677578e+02,2.2200063385697785e+01
3.5100000000000003e-01,6.4900000000000002e-01,6.0105468549112356e+02,2.2185301827269498e+01
3.5199999999999998e-01,6.4800000000000002e-01,6.0013926719547123e+02,2.2170665718819205e+01
3.5299999999999998e-01,6.4700000000000002e-01,5.9922384889981879e+02,2.2156154393713386e+01
3.5399999999999998e-01,6.4600000000000002e-01,5.9830843060416657e+02,2.2141767193232916e+01
3.5499999999999998e-01,6.4500000000000002e-01,5.9739301230851424e+02,2.2127503466481070e+01
3.5599999999999998e-01,6.4400000000000002e-01,5.9647759401286180e+02,2.2113362570293020e+01
3.5699999999999998e-01,6.4300000000000002e-01,5.9556217571720947e+02,2.2099343869146821e+01
3.5799999999999998e-01,6.4200000000000002e-01,5.9464675742155714e+02,2.2085446735075823e+01
3.5899999999999999e-01,6.4100000000000001e-01,5.9373133912590481e+02,2.2071670547582553e+01
3.5999999999999999e-01,6.4000000000000001e-01,5.9281592083025237e+02,2.2058014693553922e+01
3.6099999999999999e-01,6.3900000000000001e-01,5.9190050253460004e+02,2.2044478567177876e+01
3.6199999999999999e-01,6.3800000000000001e-01,5.9098508423894771e+02,2.2031061569861343e+01
3.6299999999999999e-01,6.3700000000000001e-01,5.9006966594329526e+02,2.2017763110149559e+01
3.6399999999999999e-01,6.3600000000000001e-01,5.8915424764764293e+02,2.2004582603646622e+01
3.6499999999999999e-01,6.3500000000000001e-01,5.8823882935199072e+02,2.1991519472937398e+01
3.6599999999999999e-01,6.3400000000000001e-01,5.8732341105633839e+02,2.1978573147510673e+01
3.6699999999999999e-01,6.3300000000000001e-01,5.8640799276068594e+02,2.1965743063683480e+01
3.6799999999999999e-01,6.3200000000000001e-01,5.8549257446503361e+02,2.1953028664526716e+01
3.6899999999999999e-01,6.3100000000000001e-01,5.8457715616938128e+02,2.1940429399791935e+01
3.7000000000000000e-01,6.3000000000000000e-01,5.8366173787372884e+02,2.1927944725839279e+01
3.7100000000000000e-01,6.2900000000000000e-01,5.8274631957807651e+02,2.1915574105566606e+01
3.7200000000000000e-01,6.2800000000000000e-01,5.8183090128242418e+02,2.1903317008339737e+01
3.7300000000000000e-01,6.2700000000000000e-01,5.8091548298677185e+02,2.1891172909923828e+01
3.7400000000000000e-01,6.2600000000000000e-01,5.8000006469111941e+02,2.1879141292415813e+01
3.7500000000000000e-01,6.2500000000000000e-01,5.7908464639546708e+02,2.1867221644177977e+01
3.7600000000000000e-01,6.2400000000000000e-01,5.7816922809981486e+02,2.1855413459772532e+01
3.7700000000000000e-01,6.2300000000000000e-01,5.7725380980416242e+02,2.1843716239897290e+01
3.7800000000000000e-01,6.2200000000000000e-01,5.7633839150851009e+02,2.1832129491322316e+01
3.7900000000000000e-01,6.2100000000000000e-01,5.7542297321285776e+02,2.1820652726827639e+01
3.8000000000000000e-01,6.2000000000000000e-01,5.7450755491720543e+02,2.1809285465141926e+01
3.8100000000000001e-01,6.1899999999999999e-01,5.7359213662155298e+02,2.1798027230882138e+01
3.8200000000000001e-01,6.1799999999999999e-01,5.7267671832590065e+02,2.1786877554494151e+01
3.8300000000000001e-01,6.1699999999999999e-01,5.7176130003024832e+02,2.1775835972194333e+01
3.8400000000000001e-01,6.1599999999999999e-01,5.7084588173459588e+02,2.1764902025912047e+01
3.8500000000000001e-01,6.1499999999999999e-01,5.6993046343894355e+02,2.1754075263233062e+01
3.8600000000000001e-01,6.1399999999999999e-01,5.6901504514329133e+02,2.1743355237343870e+01
3.8700000000000001e-01,6.1299999999999999e-01,5.6809962684763900e+02,2.1732741506976911e+01
3.8800000000000001e-01,6.1199999999999999e-01,5.6718420855198656e+02,2.1722233636356659e+01
3.8900000000000001e-01,6.1099999999999999e-01,5.6626879025633423e+02,2.1711831195146527e+01
3.9000000000000001e-01,6.0999999999999999e-01,5.6535337196068190e+02,2.1701533758396710e+01
3.9100000000000001e-01,6.0899999999999999e-01,5.6443795366502945e+02,2.1691340906492783e+01
3.9200000000000002e-01,6.0799999999999998e-01,5.6352253536937712e+02,2.1681252225105158e+01
3.9300000000000002e-01,6.0699999999999998e-01,5.6260711707372479e+02,2.1671267305139331e+01
3.9400000000000002e-01,6.0599999999999998e-01,5.6169169877807246e+02,2.1661385742686942e+01
3.9500000000000002e-01,6.0499999999999998e-01,5.6077628048242002e+02,2.1651607138977617e+01
3.9600000000000002e-01,6.0399999999999998e-01,5.5986086218676769e+02,2.1641931100331565e+01
3.9700000000000002e-01,6.0299999999999998e-01,5.5894544389111547e+02,2.1632357238112956e+01
3.9800000000000002e-01,6.0199999999999998e-01,5.5803002559546303e+02,2.1622885168684054e+01
3.9900000000000002e-01,6.0099999999999998e-01,5.5711460729981070e+02,2.1613514513360041e+01
4.0000000000000002e-01,5.9999999999999998e-01,5.5619918900415837e+02,2.1604244898364644e+01
4.0100000000000002e-01,5.9899999999999998e-01,5.5528377070850604e+02,2.1595075954786417e+01
4.0200000000000002e-01,5.9799999999999998e-01,5.5436835241285360e+02,2.1586007318535746e+01
4.0300000000000002e-01,5.9699999999999998e-01,5.5345293411720127e+02,2.1577038630302567e+01
4.0400000000000003e-01,5.9599999999999997e-01,5.5253751582154894e+02,2.1568169535514755e+01
4.0500000000000003e-01,5.9499999999999997e-01,5.5162209752589649e+02,2.1559399684297180e+01
4.0600000000000003e-01,5.9399999999999997e-01,5.5070667923024416e+02,2.1550728731431462e+01
4.0700000000000003e-01,5.9299999999999997e-01,5.4979126093459183e+02,2.1542156336316342e+01
4.0800000000000003e-01,5.9199999999999997e-01,5.4887584263893962e+02,2.1533682162928738e+01
4.0900000000000003e-01,5.9099999999999997e-01,5.4796042434328717e+02,2.1525305879785403e+01
4.1000000000000003e-01,5.8999999999999997e-01,5.4704500604763484e+02,2.1517027159905247e+01
4.1100000000000003e-01,5.8899999999999997e-01,5.4612958775198251e+02,2.1508845680772264e+01
4.1200000000000003e-01,5.8799999999999997e-01,5.4521416945633007e+02,2.1500761124299068e+01
4.1300000000000003e-01,5.8699999999999997e-01,5.4429875116067774e+02,2.1492773176791026e+01
4.1400000000000003e-01,5.8599999999999997e-01,5.4338333286502541e+02,2.1484881528911021e+01
4.1500000000000004e-01,5.8499999999999996e-01,5.4246791456937308e+02,2.1477085875644764e+01
4.1600000000000004e-01,5.8399999999999996e-01,5.4155249627372064e+02,2.1469385916266706e+01
4.1699999999999998e-01,5.8299999999999996e-01,5.4063707797806831e+02,2.1461781354306510e+01
4.1799999999999998e-01,5.8200000000000007e-01,5.3972165968241609e+02,2.1454271897516097e+01
4.1899999999999998e-01,5.8099999999999996e-01,5.3880624138676365e+02,2.1446857257837266e+01
4.1999999999999998e-01,5.8000000000000007e-01,5.3789082309111143e+02,2.1439537151369805e+01
4.2099999999999999e-01,5.7899999999999996e-01,5.3697540479545899e+02,2.1432311298340228e+01
4.2199999999999999e-01,5.7800000000000007e-01,5.3605998649980677e+02,2.1425179423070947e+01
4.2299999999999999e-01,5.7699999999999996e-01,5.3514456820415421e+02,2.1418141253950100e+01
4.2399999999999999e-01,5.7600000000000007e-01,5.3422914990850200e+02,2.1411196523401756e+01
4.2499999999999999e-01,5.7499999999999996e-01,5.3331373161284955e+02,2.1404344967856783e+01
4.2599999999999999e-01,5.7400000000000007e-01,5.3239831331719722e+02,2.1397586327724071e+01
4.2699999999999999e-01,5.7299999999999995e-01,5.3148289502154478e+02,2.1390920347362407e+01
4.2799999999999999e-01,5.7200000000000006e-01,5.3056747672589256e+02,2.1384346775052734e+01
4.2899999999999999e-01,5.7099999999999995e-01,5.2965205843024023e+02,2.1377865362970965e+01
4.2999999999999999e-01,5.7000000000000006e-01,5.2873664013458790e+02,2.1371475867161266e+01
4.3099999999999999e-01,5.6899999999999995e-01,5.2782122183893546e+02,2.1365178047509769e+01
4.3200000000000000e-01,5.6800000000000006e-01,5.2690580354328324e+02,2.1358971667718855e+01
4.3300000000000000e-01,5.6699999999999995e-01,5.2599038524763068e+02,2.1352856495281813e+01
4.3400000000000000e-01,5.6600000000000006e-01,5.2507496695197847e+02,2.1346832301458011e+01
4.3500000000000000e-01,5.6499999999999995e-01,5.2415954865632602e+02,2.1340898861248519e+01
4.3600000000000000e-01,5.6400000000000006e-01,5.2324413036067381e+02,2.1335055953372159e+01
4.3700000000000000e-01,5.6299999999999994e-01,5.2232871206502125e+02,2.1329303360242029e+01
4.3800000000000000e-01,5.6200000000000006e-01,5.2141329376936903e+02,2.1323640867942437e+01
4.3900000000000000e-01,5.6099999999999994e-01,5.2049787547371659e+02,2.1318068266206339e+01
4.4000000000000000e-01,5.6000000000000005e-01,5.1958245717806426e+02,2.1312585348393092e+01
4.4100000000000000e-01,5.5899999999999994e-01,5.1866703888241193e+02,2.1307191911466763e+01
4.4200000000000000e-01,5.5800000000000005e-01,5.1775162058675971e+02,2.1301887755974768e+01
4.4300000000000000e-01,5.5699999999999994e-01,5.1683620229110727e+02,2.1296672686026977e+01
4.4400000000000001e-01,5.5600000000000005e-01,5.1592078399545494e+02,2.1291546509275197e+01
4.4500000000000001e-01,5.5499999999999994e-01,5.1500536569980250e+02,2.1286509036893111e+01
4.4600000000000001e-01,5.5400000000000005e-01,5.1408994740415028e+02,2.1281560083556567e+01
4.4700000000000001e-01,5.5299999999999994e-01,5.1317452910849772e+02,2.1276699467424315e+01
4.4800000000000001e-01,5.5200000000000005e-01,5.1225911081284551e+02,2.1271927010119118e+01
4.4900000000000001e-01,5.5099999999999993e-01,5.1134369251719312e+02,2.1267242536709261e+01
4.5000000000000001e-01,5.5000000000000004e-01,5.1042827422154085e+02,2.1262645875690435e+01
4.5100000000000001e-01,5.4899999999999993e-01,5.0951285592588840e+02,2.1258136858968044e+01
4.5200000000000001e-01,5.4800000000000004e-01,5.0859743763023613e+02,2.1253715321839838e+01
4.5300000000000001e-01,5.4699999999999993e-01,5.0768201933458363e+02,2.1249381102978997e+01
4.5400000000000001e-01,5.4600000000000004e-01,5.0676660103893141e+02,2.1245134044417501e+01
4.5500000000000002e-01,5.4499999999999993e-01,5.0585118274327897e+02,2.1240973991529962e+01
4.5600000000000002e-01,5.4400000000000004e-01,5.0493576444762675e+02,2.1236900793017753e+01
4.5700000000000002e-01,5.4299999999999993e-01,5.0402034615197425e+02,2.1232914300893547e+01
4.5800000000000002e-01,5.4200000000000004e-01,5.0310492785632204e+02,2.1229014370466189e+01
4.5900000000000002e-01,5.4099999999999993e-01,5.0218950956066959e+02,2.1225200860325948e+01
4.6000000000000002e-01,5.4000000000000004e-01,5.0127409126501732e+02,2.1221473632330106e+01
4.6100000000000002e-01,5.3899999999999992e-01,5.0035867296936487e+02,2.1217832551588927e+01
4.6200000000000002e-01,5.3800000000000003e-01,4.9944325467371260e+02,2.1214277486451930e+01
4.6300000000000002e-01,5.3699999999999992e-01,4.9852783637806016e+02,2.1210808308494578e+01
4.6400000000000002e-01,5.3600000000000003e-01,4.9761241808240788e+02,2.1207424892505216e+01
4.6500000000000002e-01,5.3499999999999992e-01,4.9669699978675550e+02,2.1204127116472467e+01
4.6600000000000003e-01,5.3400000000000003e-01,4.9578158149110322e+02,2.1200914861572855e+01
4.6700000000000003e-01,5.3299999999999992e-01,4.9486616319545072e+02,2.1197788012158860e+01
4.6800000000000003e-01,5.3200000000000003e-01,4.9395074489979851e+02,2.1194746455747222e+01
4.6900000000000003e-01,5.3099999999999992e-01,4.9303532660414601e+02,2.1191790083007664e+01
4.7000000000000003e-01,5.3000000000000003e-01,4.9211990830849379e+02,2.1188918787751852e+01
4.7100000000000003e-01,5.2899999999999991e-01,4.9120449001284135e+02,2.1186132466922775e+01
4.7200000000000003e-01,5.2800000000000002e-01,4.9028907171718913e+02,2.1183431020584383e+01
4.7300000000000003e-01,5.2699999999999991e-01,4.8937365342153663e+02,2.1180814351911582e+01
4.7400000000000003e-01,5.2600000000000002e-01,4.8845823512588436e+02,2.1178282367180525e+01
4.7500000000000003e-01,5.2499999999999991e-01,4.8754281683023197e+02,2.1175834975759273e+01
4.7600000000000003e-01,5.2400000000000002e-01,4.8662739853457970e+02,2.1173472090098699e+01
4.7700000000000004e-01,5.2299999999999991e-01,4.8571198023892725e+02,2.1171193625723784e+01
4.7800000000000004e-01,5.2200000000000002e-01,4.8479656194327498e+02,2.1168999501225176e+01
4.7900000000000004e-01,5.2099999999999991e-01,4.8388114364762254e+02,2.1166889638251078e+01
4.7999999999999998e-01,5.2000000000000002e-01,4.8296572535197026e+02,2.1164863961499442e+01
4.8099999999999998e-01,5.1900000000000002e-01,4.8205030705631788e+02,2.1162922398710510e+01
4.8199999999999998e-01,5.1800000000000002e-01,4.8113488876066560e+02,2.1161064880659591e+01
4.8299999999999998e-01,5.1700000000000002e-01,4.8021947046501322e+02,2.1159291341150219e+01
4.8399999999999999e-01,5.1600000000000001e-01,4.7930405216936089e+02,2.1157601717007548e+01
4.8499999999999999e-01,5.1500000000000001e-01,4.7838863387370850e+02,2.1155995948072121e+01
4.8599999999999999e-01,5.1400000000000001e-01,4.7747321557805617e+02,2.1154473977193891e+01
4.8699999999999999e-01,5.1300000000000001e-01,4.7655779728240384e+02,2.1153035750226557e+01
4.8799999999999999e-01,5.1200000000000001e-01,4.7564237898675145e+02,2.1151681216022212e+01
4.8899999999999999e-01,5.1100000000000001e-01,4.7472696069109912e+02,2.1150410326426268e+01
4.8999999999999999e-01,5.1000000000000001e-01,4.7381154239544674e+02,2.1149223036272719e+01
4.9099999999999999e-01,5.0900000000000001e-01,4.7289612409979441e+02,2.1148119303379652e+01
4.9199999999999999e-01,5.0800000000000001e-01,4.7198070580414208e+02,2.1147099088545094e+01
4.9299999999999999e-01,5.0700000000000001e-01,4.7106528750848975e+02,2.1146162355543126e+01
4.9399999999999999e-01,5.0600000000000001e-01,4.7014986921283736e+02,2.1145309071120337e+01
4.9500000000000000e-01,5.0500000000000000e-01,4.6923445091718497e+02,2.1144539204992505e+01
4.9600000000000000e-01,5.0400000000000000e-01,4.6831903262153264e+02,2.1143852729841633e+01
4.9700000000000000e-01,5.0300000000000000e-01,4.6740361432588026e+02,2.1143249621313252e+01
4.9800000000000000e-01,5.0200000000000000e-01,4.6648819603022798e+02,2.1142729858014015e+01
4.9900000000000000e-01,5.0100000000000000e-01,4.6557277773457560e+02,2.1142293421509596e+01
5.0000000000000000e-01,5.0000000000000000e-01,4.6465735943892327e+02,2.1141940296322861e+01
5.0100000000000000e-01,4.9900000000000000e-01,4.6374194114327088e+02,2.1141670469932357e+01
5.0200000000000000e-01,4.9800000000000000e-01,4.6282652284761855e+02,2.1141483932771067e+01
5.0300000000000000e-01,4.9700000000000000e-01,4.6191110455196622e+02,2.1141380678225477e+01
5.0400000000000000e-01,4.9600000000000000e-01,4.6099568625631383e+02,2.1141360702634923e+01
5.0500000000000000e-01,4.9500000000000000e-01,4.6008026796066150e+02,2.1141424005291221e+01
5.0600000000000001e-01,4.9399999999999999e-01,4.5916484966500911e+02,2.1141570588438608e+01
5.0700000000000001e-01,4.9299999999999999e-01,4.5824943136935678e+02,2.1141800457273959e+01
5.0800000000000001e-01,4.9199999999999999e-01,4.5733401307370440e+02,2.1142113619947299e+01
5.0900000000000001e-01,4.9099999999999999e-01,4.5641859477805212e+02,2.1142510087562606e+01
5.1000000000000001e-01,4.8999999999999999e-01,4.5550317648239974e+02,2.1142989874178909e+01
5.1100000000000001e-01,4.8899999999999999e-01,4.5458775818674735e+02,2.1143552996811657e+01
5.1200000000000001e-01,4.8799999999999999e-01,4.5367233989109502e+02,2.1144199475434423e+01
5.1300000000000001e-01,4.8699999999999999e-01,4.5275692159544263e+02,2.1144929332980841e+01
5.1400000000000001e-01,4.8599999999999999e-01,4.5184150329979036e+02,2.1145742595346892e+01
5.1500000000000001e-01,4.8499999999999999e-01,4.5092608500413797e+02,2.1146639291393452e+01
5.1600000000000001e-01,4.8399999999999999e-01,4.5001066670848564e+02,2.1147619452949119e+01
5.1700000000000002e-01,4.8299999999999998e-01,4.4909524841283326e+02,2.1148683114813377e+01
5.1800000000000002e-01,4.8199999999999998e-01,4.4817983011718087e+02,2.1149830314760024e+01
5.1900000000000002e-01,4.8099999999999998e-01,4.4726441182152860e+02,2.1151061093540900e+01
5.2000000000000002e-01,4.7999999999999998e-01,4.4634899352587621e+02,2.1152375494889906e+01
5.2100000000000002e-01,4.7899999999999998e-01,4.4543357523022388e+02,2.1153773565527331e+01
5.2200000000000002e-01,4.7799999999999998e-01,4.4451815693457149e+02,2.1155255355164478e+01
5.2300000000000002e-01,4.7699999999999998e-01,4.4360273863891916e+02,2.1156820916508572e+01
5.2400000000000002e-01,4.7599999999999998e-01,4.4268732034326678e+02,2.1158470305267976e+01
5.2500000000000002e-01,4.7499999999999998e-01,4.4177190204761445e+02,2.1160203580157713e+01
5.2600000000000002e-01,4.7399999999999998e-01,4.4085648375196212e+02,2.1162020802905285e+01
5.2700000000000002e-01,4.7299999999999998e-01,4.3994106545630973e+02,2.1163922038256782e+01
5.2800000000000002e-01,4.7199999999999998e-01,4.3902564716065740e+02,2.1165907353983325e+01
5.2900000000000003e-01,4.7099999999999997e-01,4.3811022886500501e+02,2.1167976820887773e+01
5.3000000000000003e-01,4.6999999999999997e-01,4.3719481056935274e+02,2.1170130512811774e+01
5.3100000000000003e-01,4.6899999999999997e-01,4.3627939227370035e+02,2.1172368506643103e+01
5.3200000000000003e-01,4.6799999999999997e-01,4.3536397397804797e+02,2.1174690882323318e+01
5.3300000000000003e-01,4.6699999999999997e-01,4.3444855568239564e+02,2.1177097722855699e+01
5.3400000000000003e-01,4.6599999999999997e-01,4.3353313738674325e+02,2.1179589114313558e+01
5.3500000000000003e-01,4.6499999999999997e-01,4.3261771909109092e+02,2.1182165145848792e+01
5.3600000000000003e-01,4.6399999999999997e-01,4.3170230079543859e+02,2.1184825909700812e+01
5.3700000000000003e-01,4.6299999999999997e-01,4.3078688249978626e+02,2.1187571501205756e+01
5.3800000000000003e-01,4.6199999999999997e-01,4.2987146420413387e+02,2.1190402018806019e+01
5.3900000000000003e-01,4.6099999999999997e-01,4.2895604590848149e+02,2.1193317564060116e+01
5.4000000000000004e-01,4.5999999999999996e-01,4.2804062761282916e+02,2.1196318241652865e+01
5.4100000000000004e-01,4.5899999999999996e-01,4.2712520931717683e+02,2.1199404159405908e+01
5.4200000000000004e-01,4.5799999999999996e-01,4.2620979102152450e+02,2.1202575428288519e+01
5.4300000000000004e-01,4.5699999999999996e-01,4.2529437272587211e+02,2.1205832162428791e+01
5.4400000000000004e-01,4.5599999999999996e-01,4.2437895443021978e+02,2.1209174479125110e+01
5.4500000000000004e-01,4.5499999999999996e-01,4.2346353613456739e+02,2.1212602498858004e+01
5.4600000000000004e-01,4.5399999999999996e-01,4.2254811783891506e+02,2.1216116345302282e+01
5.4700000000000004e-01,4.5299999999999996e-01,4.2163269954326273e+02,2.1219716145339561e+01
5.4800000000000004e-01,4.5199999999999996e-01,4.2071728124761034e+02,2.1223402029071089e+01
5.4900000000000004e-01,4.5099999999999996e-01,4.1980186295195801e+02,2.1227174129830932e+01
5.5000000000000004e-01,4.4999999999999996e-01,4.1888644465630563e+02,2.1231032584199518e+01
5.5100000000000005e-01,4.4899999999999995e-01,4.1797102636065330e+02,2.1234977532017517e+01
5.5200000000000005e-01,4.4799999999999995e-01,4.1705560806500097e+02,2.1239009116400048e+01
5.5300000000000005e-01,4.4699999999999995e-01,4.1614018976934858e+02,2.1243127483751302e+01
5.5400000000000005e-01,4.4599999999999995e-01,4.1522477147369625e+02,2.1247332783779452e+01
5.5500000000000005e-01,4.4499999999999995e-01,4.1430935317804386e+02,2.1251625169511982e+01
5.5600000000000005e-01,4.4399999999999995e-01,4.1339393488239153e+02,2.1256004797311341e+01
5.5700000000000005e-01,4.4299999999999995e-01,4.1247851658673920e+02,2.1260471826890974e+01
5.5800000000000005e-01,4.4199999999999995e-01,4.1156309829108687e+02,2.1265026421331740e+01
5.5900000000000005e-01,4.4099999999999995e-01,4.1064767999543449e+02,2.1269668747098677e+01
5.6000000000000005e-01,4.3999999999999995e-01,4.0973226169978210e+02,2.1274398974058151e+01
5.6100000000000005e-01,4.3899999999999995e-01,4.0881684340412977e+02,2.1279217275495405e+01
5.6200000000000006e-01,4.3799999999999994e-01,4.0790142510847744e+02,2.1284123828132469e+01
5.6300000000000006e-01,4.3699999999999994e-01,4.0698600681282511e+02,2.1289118812146459e+01
5.6400000000000006e-01,4.3599999999999994e-01,4.0607058851717272e+02,2.1294202411188280e+01
5.6500000000000006e-01,4.3499999999999994e-01,4.0515517022152039e+02,2.1299374812401723e+01
5.6600000000000006e-01,4.3399999999999994e-01,4.0423975192586801e+02,2.1304636206442932e+01
5.6700000000000006e-01,4.3299999999999994e-01,4.0332433363021562e+02,2.1309986787500328e+01
5.6800000000000006e-01,4.3199999999999994e-01,4.0240891533456335e+02,2.1315426753314885e+01
5.6900000000000006e-01,4.3099999999999994e-01,4.0149349703891096e+02,2.1320956305200852e+01
5.7000000000000006e-01,4.2999999999999994e-01,4.0057807874325863e+02,2.1326575648066889e+01
5.7100000000000006e-01,4.2899999999999994e-01,3.9966266044760624e+02,2.1332284990437596e+01
5.7200000000000006e-01,4.2799999999999994e-01,3.9874724215195391e+02,2.1338084544475493e+01
5.7300000000000006e-01,4.2699999999999994e-01,3.9783182385630158e+02,2.1343974526003436e+01
